auc_scores,accuracy_scores,precision_scores,recall_scores,f1_scores,confusion_matrices
0.9126909462963955,0.810077519379845,0.4515033947623666,0.866852886405959,0.59375,"[[9006 2262]
 [ 286 1862]]"
0.917693949147534,0.8571109123434705,0.5347786811201445,0.8268156424581006,0.6494788809654416,"[[9723 1545]
 [ 372 1776]]"
0.917989420940565,0.865757304710793,0.5559858018715714,0.8021415270018621,0.656756241661902,"[[9892 1376]
 [ 425 1723]]"
0.9157244126343845,0.864788312462731,0.5544328552803129,0.7918994413407822,0.6522239263803681,"[[9901 1367]
 [ 447 1701]]"
0.9198356083607838,0.8559928443649374,0.5318208603417797,0.840316573556797,0.651389390111873,"[[9679 1589]
 [ 343 1805]]"
