mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_estimator__max_depth,param_learning_rate,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
10.369219732284545,0.09571355103904994,0.24019227027893067,0.007156650758857405,5,0.01,100,"{'estimator__max_depth': 5, 'learning_rate': 0.01, 'n_estimators': 100}",0.9088635820190621,0.9191219860750799,0.9211618125255747,0.9146361683090626,0.922073182804058,0.9171713463465675,0.004882681479176222,3,0.9268536353461947,0.9240791905814202,0.9240184271980139,0.9250307677364654,0.923821247311167,0.9247606536346522,0.0011270590303634367
41.384411334991455,3.1553056398145247,1.0973097801208496,0.12597803224961032,5,0.01,300,"{'estimator__max_depth': 5, 'learning_rate': 0.01, 'n_estimators': 300}",0.9146104662797514,0.9249885523361083,0.9246930547374976,0.9208817309643696,0.9263322280461338,0.922301206472772,0.004250983327915243,1,0.9381589597297593,0.9351129970165097,0.9344637788477611,0.9357540931139184,0.9339105916990301,0.9354800840813958,0.0014752892102040604
77.57291417121887,1.2640857438309219,1.6420414924621582,0.10415907228350474,5,0.01,500,"{'estimator__max_depth': 5, 'learning_rate': 0.01, 'n_estimators': 500}",0.9075190289009928,0.9225249291368536,0.9192088850679797,0.918074635311414,0.9220984475738879,0.9178851851982255,0.005450212339559633,2,0.9399465432674269,0.9364541355858018,0.9362526202514566,0.938230802167741,0.934896527283212,0.9371561257111276,0.0017524986123846763
111.41948308944703,1.7684205410411165,2.3035467624664308,0.09937782839490807,5,0.01,700,"{'estimator__max_depth': 5, 'learning_rate': 0.01, 'n_estimators': 700}",0.9012963911311878,0.9152841061477301,0.8959789724398751,0.915545100940089,0.9156528532209007,0.9087514847759565,0.008428199589627794,32,0.9426517580563806,0.9366035982761838,0.9211833443518371,0.9403814167498942,0.9333788802010581,0.9348397995270709,0.007529678037812837
146.03933749198913,1.5962656948992868,3.1017078876495363,0.2088357697223352,5,0.01,900,"{'estimator__max_depth': 5, 'learning_rate': 0.01, 'n_estimators': 900}",0.8929133631212207,0.9042601834633766,0.8823297166908285,0.905137874992811,0.877367451473463,0.89240171794834,0.011230040598186594,55,0.9438462304539612,0.9359727625382056,0.9101778570170849,0.9377515623180882,0.9008789647919345,0.9257254754238549,0.016953306171702192
16.6178288936615,0.579701603901794,0.3664224147796631,0.03459287984297015,5,0.1,100,"{'estimator__max_depth': 5, 'learning_rate': 0.1, 'n_estimators': 100}",0.8492456481112883,0.8010967159457407,0.8366658866194803,0.8348145760079961,0.9042736256791535,0.8452192904727317,0.03356142561324044,60,0.9075273415346369,0.849701060158937,0.8777850254979005,0.8622636751428583,0.9104240368662532,0.8815402278401171,0.0241206307097542
49.80317215919494,0.9828382239524479,1.027559185028076,0.0592242805444965,5,0.1,300,"{'estimator__max_depth': 5, 'learning_rate': 0.1, 'n_estimators': 300}",0.8028397890556201,0.9166514223939276,0.8884672171948842,0.8249551390235793,0.9196951750776247,0.8705217485491271,0.048010782278633056,58,0.8999355757498462,0.9254905997516713,0.9190311210970348,0.8796386321140928,0.9214418061455572,0.9091075469716404,0.017155510427612677
82.82892384529114,1.2177196697991863,1.761816930770874,0.08685813982283982,5,0.1,500,"{'estimator__max_depth': 5, 'learning_rate': 0.1, 'n_estimators': 500}",0.8138216144122742,0.9166203141625656,0.9157525901863454,0.8983172547759711,0.9192875095274832,0.8927598566129278,0.04015926881028338,54,0.9136907834718444,0.9234665528723712,0.9246828503163306,0.9347062081399107,0.9198858259176365,0.9232864441436186,0.006870724956379578
117.3573326587677,1.276942104249639,2.6246930599212646,0.19949297631697085,5,0.1,700,"{'estimator__max_depth': 5, 'learning_rate': 0.1, 'n_estimators': 700}",0.9003056786527137,0.9162722985702773,0.9153075749192353,0.908680809649316,0.9196758804782614,0.9120484484539608,0.006868393817053829,24,0.9339985365556994,0.9224339067213994,0.9238997598321453,0.9296577982996552,0.9214053050274701,0.9262790612872738,0.004800123984825566
154.93239316940307,2.7693642342296916,3.5456490993499754,0.32539157282393255,5,0.1,900,"{'estimator__max_depth': 5, 'learning_rate': 0.1, 'n_estimators': 900}",0.9023929872709909,0.9149463360287191,0.9174345256156258,0.9101797149390273,0.9194298846653961,0.9128766897039519,0.006085776168995637,20,0.928649909265751,0.9205252840199104,0.9232771931883749,0.9277067520830012,0.9212369392306581,0.924279215557539,0.003322723767964753
17.706510019302367,0.836315704103366,0.40436487197875975,0.06695370406178322,5,0.5,100,"{'estimator__max_depth': 5, 'learning_rate': 0.5, 'n_estimators': 100}",0.8955108797837479,0.9076328445416333,0.8958344488669153,0.8915421648557011,0.9144951772591126,0.9010031030614221,0.008629929231426024,49,0.9227749064098418,0.9238672710163,0.9138218491561445,0.9162545934188587,0.9212396995373384,0.9195916639076968,0.00388732998665853
51.63708386421204,0.80298689020326,1.1631225109100343,0.06882577922006193,5,0.5,300,"{'estimator__max_depth': 5, 'learning_rate': 0.5, 'n_estimators': 300}",0.8997413513746203,0.9146807386589634,0.917290497835369,0.9053431744879619,0.917559713273164,0.9109230951260157,0.007139682209506108,25,0.928238774541659,0.9272413856999452,0.928921860257277,0.9257848711272976,0.9228790634916189,0.9266131910235595,0.00214461773898335
